Transaction ID,Date,Account Number,Transaction Type,Amount,Source System,Reconciliation Status,Discrepancy Reason,Currency,Branch Code,Processed By,Approval Status,Comments,Transaction Mode,Last Modified
TXN000181,2024-03-11,ACC000333,Deposit,-366.03,Bank,Pending,Missing,CAD,BRC009,User_24,Rejected,Confirmed,Manual Entry,2024-03-11
TXN000182,2024-03-13,ACC000207,Deposit,-340.07,ERP,Matched,None,USD,BRC010,User_3,Rejected,Confirmed,Manual Entry,2024-03-13
TXN000183,2024-02-29,ACC000423,Invoice,-2558.72,Payroll,Adjusted,None,EUR,BRC016,User_16,Approved,Needs review,POS,2024-02-29
TXN000184,2024-01-11,ACC000356,Transfer,-1720.35,General Ledger,Mismatched,None,GBP,BRC007,User_9,Approved,Urgent,POS,2024-01-11
TXN000185,2024-01-29,ACC000472,Deposit,14814.94,ERP,Pending,Missing,NGN,BRC014,User_43,Pending,Incorrect amount,ATM,2024-01-29
TXN000186,2024-02-11,ACC000023,Withdrawal,1094.57,CRM,Matched,None,EUR,BRC019,User_48,Rejected,Confirmed,ATM,2024-02-11
TXN000187,2024-02-25,ACC000423,Invoice,6701.38,CRM,Mismatched,None,NGN,BRC012,User_37,Rejected,,Manual Entry,2024-02-25
TXN000188,2024-02-26,ACC000479,Transfer,-4235.6,CRM,Mismatched,None,GBP,BRC011,User_18,Approved,,Wire Transfer,2024-02-26
TXN000189,2024-03-10,ACC000195,Invoice,11123.22,Payroll,Mismatched,Incorrect Amount,CAD,BRC020,User_38,Approved,Incorrect amount,ATM,
TXN000190,2024-03-29,ACC000068,Invoice,-1595.57,ERP,Mismatched,Duplicate,,BRC008,User_20,Pending,Duplicate entry,Online,2024-03-29
TXN000191,2024-02-17,ACC000175,Payment,1652.68,ERP,Adjusted,Incorrect Amount,GBP,BRC006,User_1,Rejected,Confirmed,Manual Entry,2024-02-17
TXN000192,2024-02-24,ACC000319,Withdrawal,-735.78,CRM,Adjusted,None,USD,BRC008,User_50,Approved,Confirmed,Manual Entry,2024-02-24
TXN000193,2024-02-08,ACC000392,Invoice,3934.16,Unknown,Pending,None,USD,BRC012,User_32,Rejected,Needs review,Online,2024-02-08
TXN000194,2024-03-19,ACC000299,Payment,8261.42,Payroll,Mismatched,Duplicate,CAD,BRC015,User_46,Rejected,Needs review,Wire Transfer,2024-03-19
TXN000195,2024-02-20,ACC000008,Payment,-1194.14,General Ledger,Mismatched,Incorrect Amount,EUR,BRC006,User_17,Rejected,,ATM,2024-02-20
TXN000196,2024-03-17,ACC000074,Unknown,-4424.75,CRM,Matched,None,NGN,BRC004,User_44,Approved,Duplicate entry,POS,2024-03-17
TXN000197,2024-01-07,ACC000086,Deposit,9848.72,General Ledger,Pending,None,USD,BRC006,User_22,Pending,Incorrect amount,ATM,2024-01-07
TXN000198,2024-01-03,ACC000230,Invoice,9821.29,CRM,Matched,None,NGN,BRC007,User_32,Approved,,Online,2024-01-03
TXN000199,2024-01-11,ACC000287,Deposit,-4107.49,Payroll,Mismatched,None,GBP,BRC007,User_25,Pending,,Wire Transfer,2024-01-11
TXN000200,2024-01-23,ACC000295,Transfer,13220.49,Bank,Pending,None,USD,BRC008,User_22,Approved,Needs review,Online,2024-01-23
TXN000201,2024-03-02,ACC000174,Payment,4888.17,Bank,Pending,None,NGN,BRC019,User_3,Pending,Incorrect amount,POS,2024-03-02
TXN000202,2024-03-07,ACC000082,Deposit,11752.47,Bank,Pending,Incorrect Amount,NGN,BRC009,User_22,Pending,,POS,2024-03-07
TXN000203,2024-03-05,ACC000018,Payment,8028.57,Bank,Matched,None,,BRC009,User_15,Rejected,Needs review,POS,2024-03-05
TXN000204,2024-02-23,ACC000314,Withdrawal,3769.41,General Ledger,Matched,None,USD,BRC020,User_15,Pending,Needs review,Unknown,2024-02-23
TXN000205,2024-03-01,ACC000496,Deposit,5416.31,Payroll,Mismatched,Duplicate,USD,BRC014,User_46,Rejected,,POS,2024-03-01
TXN000206,2024-03-21,ACC000376,Invoice,7978.35,CRM,Adjusted,Incorrect Amount,CAD,BRC018,User_33,Rejected,,Manual Entry,2024-03-21
TXN000207,2024-01-04,ACC000090,Withdrawal,1873.08,Payroll,Adjusted,Incorrect Amount,GBP,BRC017,User_45,Pending,Urgent,POS,2024-01-04
TXN000208,2024-03-10,ACC000400,Withdrawal,13458.56,General Ledger,Matched,None,EUR,BRC007,User_8,Pending,Incorrect amount,Online,2024-03-10
TXN000209,2024-03-13,ACC000171,Deposit,8325.4,Bank,Pending,Incorrect Amount,CAD,BRC011,User_11,Rejected,Duplicate entry,Manual Entry,2024-03-13
TXN000210,2024-03-12,ACC000345,Withdrawal,12109.04,Payroll,Matched,None,EUR,BRC009,User_46,Rejected,,Manual Entry,2024-03-12
TXN000211,2024-01-29,ACC000440,Payment,-3051.59,Bank,Adjusted,Duplicate,USD,BRC014,User_32,Approved,Incorrect amount,ATM,2024-01-29
TXN000212,2024-03-18,ACC000391,Invoice,9335.73,Unknown,Pending,Missing,USD,BRC015,User_50,Pending,,Manual Entry,2024-03-18
TXN000213,2024-02-03,ACC000121,Withdrawal,12775.88,ERP,Adjusted,Duplicate,EUR,BRC015,User_33,Unknown,,Online,2024-02-03
TXN000214,2024-03-16,ACC000454,Transfer,8733.06,ERP,Pending,Incorrect Amount,,BRC018,User_42,Pending,Incorrect amount,POS,2024-03-16
TXN000215,2024-03-27,ACC000242,Withdrawal,221.5,Payroll,Pending,Missing,CAD,BRC013,User_33,Pending,Confirmed,ATM,2024-03-27
TXN000216,2024-03-30,ACC000268,Payment,14614.28,CRM,Matched,None,EUR,BRC018,User_10,Pending,,Manual Entry,2024-03-30
TXN000217,2024-03-24,ACC000285,Withdrawal,2598.92,ERP,Adjusted,Missing,GBP,BRC007,User_41,Rejected,Duplicate entry,Manual Entry,2024-03-24
TXN000218,2024-01-29,ACC000455,Deposit,967.2,ERP,Pending,Missing,CAD,BRC002,User_41,Rejected,Urgent,POS,2024-01-29
TXN000219,2024-03-05,ACC000281,Invoice,-1415.87,General Ledger,Pending,Incorrect Amount,USD,BRC001,User_14,Pending,Incorrect amount,Manual Entry,2024-03-05
TXN000220,2024-03-06,ACC000186,Deposit,14642.73,ERP,Matched,None,USD,BRC007,User_8,Approved,Confirmed,ATM,2024-03-06
TXN000221,2024-03-18,ACC000003,Deposit,8508.81,Bank,Mismatched,Duplicate,CAD,BRC007,User_45,Rejected,,Unknown,2024-03-18
TXN000222,2024-02-22,ACC000168,Transfer,12690.86,CRM,Matched,None,EUR,BRC019,User_20,Rejected,Needs review,Online,2024-02-22
TXN000223,2024-03-04,ACC000163,Payment,503.85,Payroll,Pending,Incorrect Amount,GBP,BRC010,User_46,Approved,,POS,2024-03-04
TXN000224,2024-01-04,ACC000402,Invoice,11410.87,ERP,Adjusted,None,EUR,BRC019,User_17,Approved,Confirmed,Online,2024-01-04
TXN000225,2024-03-21,ACC000361,Payment,-4561.6,ERP,Matched,None,GBP,BRC002,User_43,Approved,,ATM,2024-03-21
TXN000226,2024-02-12,ACC000143,Withdrawal,11806.75,CRM,Mismatched,None,NGN,BRC017,User_2,Pending,Confirmed,Wire Transfer,2024-02-12
TXN000227,2024-03-13,ACC000287,Invoice,8357.49,ERP,Mismatched,None,NGN,BRC020,User_50,Pending,,Online,2024-03-13
TXN000228,2024-02-14,ACC000366,Deposit,-2800.3,Bank,Mismatched,Missing,EUR,BRC004,User_38,Approved,Confirmed,Online,2024-02-14
TXN000229,2024-01-29,ACC000246,Payment,8218.55,Payroll,Matched,None,USD,BRC020,User_22,Rejected,Confirmed,POS,2024-01-29
TXN000230,2024-02-09,ACC000252,Payment,11996.35,Bank,Adjusted,Duplicate,GBP,BRC012,User_9,Rejected,Urgent,Manual Entry,2024-02-09
TXN000231,2024-03-09,ACC000094,Invoice,14250.41,CRM,Pending,None,CAD,BRC004,User_50,Approved,Urgent,Online,2024-03-09
TXN000232,2024-01-22,ACC000004,Transfer,8451.23,Bank,Mismatched,Duplicate,NGN,BRC015,User_19,Pending,Confirmed,Online,2024-01-22
TXN000233,2024-01-06,ACC000097,Transfer,13475.13,ERP,Mismatched,Incorrect Amount,GBP,BRC016,User_50,Approved,Duplicate entry,Manual Entry,2024-01-06
TXN000234,2024-03-22,ACC000242,Deposit,-1900.69,Payroll,Pending,None,GBP,BRC009,User_30,Pending,,ATM,2024-03-22
TXN000235,2024-03-11,ACC000124,Deposit,-3879.85,Payroll,Pending,Missing,GBP,BRC002,User_44,Rejected,Urgent,Unknown,2024-03-11
TXN000236,2024-01-02,ACC000085,Payment,6093.01,ERP,Adjusted,Incorrect Amount,EUR,BRC018,User_7,Rejected,Duplicate entry,POS,2024-01-02
TXN000237,2024-02-19,ACC000027,Transfer,8573.3,Bank,Pending,Incorrect Amount,NGN,BRC010,User_37,Approved,Confirmed,Wire Transfer,2024-02-19
TXN000238,2024-03-03,ACC000390,Transfer,724.31,General Ledger,Adjusted,Incorrect Amount,CAD,BRC007,User_17,Approved,,Online,2024-03-03
TXN000239,,ACC000298,Transfer,8585.78,General Ledger,Pending,Missing,NGN,BRC011,User_40,Approved,Urgent,Manual Entry,
TXN000240,2024-03-29,ACC000241,Payment,7706.45,CRM,Matched,None,EUR,BRC012,User_18,Pending,Needs review,Online,2024-03-29
TXN000241,2024-02-13,ACC000163,Transfer,1518.65,General Ledger,Adjusted,None,NGN,BRC002,User_17,Rejected,Duplicate entry,Online,2024-02-13
TXN000242,2024-01-30,ACC000279,Deposit,10879.25,General Ledger,Pending,Missing,CAD,BRC012,User_4,Rejected,Needs review,Wire Transfer,2024-01-30
TXN000243,2024-01-01,ACC000496,Payment,13086.29,CRM,Pending,Missing,USD,BRC019,User_2,Approved,Incorrect amount,Online,2024-01-01
TXN000244,2024-02-22,ACC000031,Deposit,-957.33,Payroll,Matched,None,USD,BRC015,User_12,Rejected,Incorrect amount,ATM,2024-02-22
TXN000245,,ACC000207,Withdrawal,774.63,ERP,Pending,None,NGN,BRC004,User_27,Rejected,Incorrect amount,ATM,
TXN000246,2024-03-14,ACC000023,Invoice,-1825.19,CRM,Adjusted,None,USD,BRC008,User_1,Rejected,Confirmed,Online,2024-03-14
TXN000247,2024-02-19,ACC000351,Invoice,2000.63,General Ledger,Pending,None,GBP,BRC015,User_11,Rejected,Duplicate entry,POS,2024-02-19
TXN000248,2024-01-25,ACC000451,Transfer,905.12,ERP,Matched,None,NGN,BRC018,User_23,Pending,Incorrect amount,Online,2024-01-25
TXN000249,2024-03-04,ACC000384,Payment,8848.11,CRM,Mismatched,Incorrect Amount,NGN,BRC006,User_2,Pending,Needs review,POS,2024-03-04
TXN000250,2024-01-16,ACC000271,Unknown,9362.56,CRM,Mismatched,Missing,NGN,BRC014,User_8,Pending,Confirmed,Wire Transfer,2024-01-16
TXN000251,2024-03-27,ACC000157,Invoice,9931.32,Bank,Adjusted,None,EUR,Unknown,User_33,Approved,Duplicate entry,Wire Transfer,2024-03-27
TXN000252,2024-01-23,ACC000245,Transfer,3393.34,ERP,Adjusted,Missing,NGN,BRC001,User_11,Rejected,Incorrect amount,ATM,2024-01-23
TXN000253,2024-01-25,,Deposit,5814.85,General Ledger,Adjusted,Missing,EUR,BRC010,User_33,Rejected,Confirmed,Manual Entry,2024-01-25
TXN000254,2024-03-21,ACC000038,Transfer,7787.49,Bank,Pending,Incorrect Amount,NGN,BRC013,User_19,Rejected,Incorrect amount,Manual Entry,2024-03-21
TXN000255,2024-01-03,ACC000379,Invoice,-60.89,CRM,Matched,None,NGN,BRC008,User_46,Pending,Urgent,Manual Entry,2024-01-03
TXN000256,2024-03-21,ACC000498,Payment,626.2,ERP,Mismatched,Incorrect Amount,,BRC002,User_32,Approved,,Wire Transfer,2024-03-21
TXN000257,2024-03-04,ACC000133,Withdrawal,5754.49,CRM,Adjusted,Duplicate,NGN,Unknown,User_19,Pending,Incorrect amount,Manual Entry,2024-03-04
TXN000258,2024-01-03,ACC000249,Deposit,6005.51,CRM,Pending,Missing,NGN,BRC006,User_49,Pending,Incorrect amount,Unknown,2024-01-03
TXN000259,2024-02-27,ACC000182,Deposit,9750.41,Bank,Mismatched,Incorrect Amount,CAD,BRC018,User_23,Approved,,Manual Entry,2024-02-27
TXN000260,2024-01-04,ACC000059,Invoice,6622.23,Payroll,Mismatched,None,GBP,BRC008,User_20,Pending,Duplicate entry,Wire Transfer,2024-01-04
TXN000261,2024-02-15,ACC000452,Invoice,5231.31,Bank,Mismatched,Duplicate,GBP,BRC006,User_23,Rejected,,ATM,2024-02-15
TXN000262,2024-01-02,ACC000471,Payment,-1320.2,ERP,Pending,Missing,GBP,BRC002,User_27,Rejected,Incorrect amount,Wire Transfer,2024-01-02
TXN000263,2024-01-25,ACC000036,Invoice,-1728.15,Unknown,Adjusted,Duplicate,NGN,BRC004,User_44,Approved,Urgent,Online,2024-01-25
TXN000264,2024-02-08,ACC000335,Transfer,5577.12,General Ledger,Pending,Incorrect Amount,USD,BRC013,User_40,Approved,Confirmed,Manual Entry,2024-02-08
TXN000265,,ACC000483,Transfer,13801.92,ERP,Mismatched,Incorrect Amount,NGN,BRC012,User_35,Rejected,Confirmed,Manual Entry,
TXN000266,2024-01-08,ACC000019,Unknown,6975.02,ERP,Matched,None,USD,BRC011,User_5,Approved,Urgent,Wire Transfer,2024-01-08
TXN000267,2024-02-29,ACC000432,Payment,12015.65,Unknown,Pending,Duplicate,USD,Unknown,User_4,Rejected,,Online,2024-02-29
TXN000268,2024-02-18,ACC000465,Payment,7766.29,Unknown,Adjusted,Missing,GBP,BRC006,User_1,Approved,,ATM,2024-02-18
TXN000269,2024-01-03,ACC000435,Payment,4556.38,ERP,Mismatched,Incorrect Amount,EUR,BRC012,User_25,Pending,Urgent,Wire Transfer,2024-01-03
TXN000270,2024-03-19,ACC000032,Transfer,12263.1,CRM,Adjusted,Incorrect Amount,CAD,BRC010,User_35,Unknown,Duplicate entry,Online,2024-03-19
TXN000271,2024-02-28,ACC000124,Payment,10549.53,CRM,Pending,Incorrect Amount,GBP,BRC015,User_22,Pending,Incorrect amount,Manual Entry,2024-02-28
TXN000272,2024-03-30,ACC000068,Deposit,10924.0,Payroll,Pending,None,GBP,BRC015,User_33,Rejected,Urgent,Online,2024-03-30
TXN000273,2024-01-15,ACC000035,Payment,14421.09,General Ledger,Pending,None,CAD,BRC010,User_49,Rejected,Needs review,Wire Transfer,2024-01-15
TXN000274,2024-03-20,ACC000139,Transfer,-101.35,CRM,Matched,None,EUR,BRC011,User_2,Approved,Duplicate entry,Wire Transfer,2024-03-20
TXN000275,2024-01-09,ACC000422,Deposit,12653.3,General Ledger,Matched,None,NGN,BRC012,User_44,Pending,Urgent,Wire Transfer,2024-01-09
TXN000276,2024-01-28,ACC000171,Transfer,-4886.85,Payroll,Mismatched,Missing,USD,BRC005,User_15,Rejected,Urgent,POS,2024-01-28
TXN000277,2024-03-20,ACC000313,Transfer,1745.91,CRM,Adjusted,Duplicate,USD,BRC019,User_21,Pending,Urgent,ATM,2024-03-20
TXN000278,2024-03-16,ACC000135,Transfer,5394.69,General Ledger,,Missing,NGN,BRC015,User_10,Pending,Needs review,Unknown,2024-03-16
TXN000279,2024-02-20,ACC000450,Transfer,2112.21,ERP,Pending,None,GBP,BRC001,User_49,Rejected,Needs review,Manual Entry,2024-02-20
TXN000280,2024-01-27,,Withdrawal,4600.51,General Ledger,Mismatched,Duplicate,NGN,BRC008,User_28,Rejected,Urgent,Manual Entry,2024-01-27
TXN000281,2024-02-04,ACC000058,Transfer,-4900.81,General Ledger,Adjusted,Missing,NGN,BRC009,User_8,Approved,Confirmed,Manual Entry,2024-02-04
TXN000282,,ACC000428,Payment,3690.73,General Ledger,Pending,Missing,USD,BRC005,User_6,Rejected,Urgent,Online,
TXN000283,2024-01-06,ACC000050,Payment,7209.8,ERP,Matched,None,NGN,BRC017,User_39,Rejected,,POS,2024-01-06
TXN000284,2024-01-18,ACC000357,Withdrawal,-4589.75,ERP,Matched,None,USD,BRC005,User_25,Approved,Needs review,Wire Transfer,2024-01-18
TXN000285,2024-03-21,ACC000059,Invoice,9972.21,Unknown,Mismatched,Missing,NGN,BRC003,User_45,Approved,,Online,2024-03-21
TXN000286,2024-02-18,ACC000408,Withdrawal,-3715.78,General Ledger,Pending,Incorrect Amount,GBP,BRC009,User_9,Pending,Needs review,POS,2024-02-18
TXN000287,2024-01-20,ACC000109,Deposit,861.28,CRM,Pending,Duplicate,USD,BRC018,User_35,Rejected,,Wire Transfer,2024-01-20
TXN000288,2024-02-07,ACC000181,Withdrawal,7100.84,General Ledger,Adjusted,None,CAD,BRC016,User_27,Rejected,Duplicate entry,Manual Entry,2024-02-07
TXN000289,2024-02-28,ACC000393,Invoice,12259.53,Bank,Matched,None,NGN,BRC017,User_34,Approved,Incorrect amount,Manual Entry,2024-02-28
TXN000290,2024-01-15,ACC000303,Transfer,7686.4,General Ledger,Matched,None,NGN,BRC010,User_4,Approved,,POS,2024-01-15
TXN000291,2024-01-17,ACC000161,Transfer,826.77,ERP,Adjusted,Missing,NGN,BRC020,User_14,Approved,,POS,2024-01-17
TXN000292,2024-01-10,ACC000408,Deposit,3696.39,ERP,Pending,Missing,NGN,BRC012,User_25,Rejected,Needs review,ATM,2024-01-10
TXN000293,2024-01-09,ACC000278,Deposit,2671.38,ERP,Adjusted,Missing,USD,BRC014,User_47,Pending,Urgent,Manual Entry,2024-01-09
TXN000294,2024-01-21,ACC000402,Deposit,8184.19,Bank,Adjusted,Duplicate,GBP,BRC016,User_34,Rejected,Needs review,POS,2024-01-21
TXN000295,2024-03-31,ACC000289,Invoice,8656.39,CRM,Matched,None,EUR,BRC019,User_24,Approved,Incorrect amount,Manual Entry,2024-03-31
TXN000296,2024-03-06,ACC000418,Deposit,-2020.24,General Ledger,Matched,None,,BRC003,User_3,Approved,,Online,2024-03-06
TXN000297,2024-02-09,ACC000307,Deposit,8518.12,ERP,Adjusted,Incorrect Amount,EUR,BRC010,User_14,Rejected,Duplicate entry,Online,2024-02-09
TXN000298,2024-03-12,ACC000236,Invoice,7173.39,ERP,Pending,None,EUR,BRC005,User_1,Pending,Urgent,ATM,2024-03-12
TXN000299,2024-02-11,ACC000492,Withdrawal,-3823.13,General Ledger,Mismatched,None,CAD,BRC011,User_22,Approved,Incorrect amount,Manual Entry,2024-02-11
TXN000300,2024-03-01,ACC000329,Withdrawal,12292.39,Payroll,Mismatched,None,EUR,BRC001,User_20,Rejected,Urgent,Wire Transfer,2024-03-01
TXN000301,2024-03-10,ACC000284,Deposit,-463.56,CRM,Mismatched,Duplicate,NGN,BRC008,User_39,Rejected,Urgent,Manual Entry,2024-03-10
TXN000302,2024-01-21,ACC000028,Invoice,6216.71,CRM,Matched,None,CAD,BRC016,User_26,Approved,Duplicate entry,ATM,2024-01-21
TXN000303,2024-01-11,ACC000467,Transfer,4125.67,ERP,Matched,None,EUR,BRC005,User_7,Approved,Incorrect amount,Wire Transfer,2024-01-11
TXN000304,2024-01-23,ACC000397,Transfer,-4149.7,Bank,Matched,None,EUR,BRC008,User_47,Approved,Confirmed,POS,2024-01-23
TXN000305,2024-03-03,ACC000202,Payment,11084.49,CRM,Mismatched,Incorrect Amount,EUR,BRC012,User_44,Pending,Needs review,Wire Transfer,2024-03-03
TXN000306,2024-03-01,ACC000285,Invoice,6144.02,Payroll,Mismatched,Missing,EUR,BRC011,User_39,Rejected,,Manual Entry,2024-03-01
TXN000307,2024-02-20,ACC000008,Payment,4886.97,CRM,Adjusted,Missing,GBP,BRC008,User_7,Pending,,POS,2024-02-20
TXN000308,2024-02-26,ACC000366,Deposit,-1128.72,CRM,Matched,None,NGN,BRC004,User_6,Pending,Confirmed,Wire Transfer,2024-02-26
TXN000309,2024-02-24,ACC000364,Deposit,10335.23,Payroll,Adjusted,Incorrect Amount,GBP,BRC012,User_18,Rejected,Duplicate entry,Manual Entry,
TXN000310,2024-02-18,ACC000356,Payment,2075.96,General Ledger,Mismatched,None,EUR,BRC019,User_19,Pending,,Unknown,2024-02-18
TXN000311,2024-01-20,ACC000116,Withdrawal,13085.7,CRM,Matched,None,GBP,BRC004,User_34,Approved,Confirmed,Wire Transfer,2024-01-20
TXN000312,2024-01-04,ACC000028,Transfer,7793.16,Bank,Mismatched,Incorrect Amount,USD,BRC008,User_10,Approved,Confirmed,ATM,2024-01-04
TXN000313,,ACC000454,Withdrawal,-1344.05,Bank,Matched,None,CAD,BRC019,User_14,Pending,Needs review,Wire Transfer,
TXN000314,2024-02-15,ACC000385,Withdrawal,1562.32,Payroll,Adjusted,Duplicate,,BRC002,User_49,Rejected,Incorrect amount,Online,2024-02-15
TXN000315,2024-01-06,ACC000424,Withdrawal,5584.54,CRM,Mismatched,None,,BRC015,User_10,Approved,,Manual Entry,2024-01-06
TXN000316,2024-02-25,ACC000327,Deposit,2428.97,CRM,Pending,Incorrect Amount,EUR,BRC014,User_34,Rejected,Incorrect amount,Manual Entry,2024-02-25
TXN000317,,ACC000377,Payment,7613.0,General Ledger,Matched,None,USD,BRC011,User_47,Pending,,Manual Entry,
TXN000318,2024-01-05,ACC000167,Withdrawal,11809.36,Bank,Matched,None,EUR,Unknown,User_33,Pending,Urgent,Manual Entry,2024-01-05
TXN000319,2024-03-23,ACC000285,Withdrawal,8593.34,Bank,Pending,Incorrect Amount,EUR,BRC016,User_5,Approved,Needs review,Wire Transfer,2024-03-23
TXN000320,2024-03-10,ACC000007,Invoice,12489.49,CRM,Matched,None,GBP,BRC011,User_21,Rejected,Duplicate entry,Unknown,2024-03-10
TXN000321,2024-01-08,ACC000307,Deposit,11158.13,General Ledger,Adjusted,None,CAD,BRC010,User_31,Rejected,Confirmed,Online,2024-01-08
TXN000322,2024-02-03,ACC000362,Transfer,7395.22,CRM,Mismatched,Missing,USD,BRC002,User_17,Pending,Urgent,Manual Entry,2024-02-03
TXN000323,2024-02-12,ACC000493,Transfer,14368.32,General Ledger,Matched,None,GBP,BRC009,User_20,Rejected,Needs review,Wire Transfer,2024-02-12
TXN000324,2024-02-12,ACC000494,Payment,118.16,ERP,Mismatched,Duplicate,,BRC019,User_16,Pending,Needs review,Online,2024-02-12
TXN000325,2024-03-17,ACC000168,Invoice,4944.76,Bank,Mismatched,None,CAD,BRC006,User_41,Rejected,Confirmed,Online,2024-03-17
TXN000326,2024-02-10,ACC000462,Invoice,-1982.59,Payroll,Adjusted,Missing,NGN,BRC005,User_1,Approved,Confirmed,ATM,2024-02-10
TXN000327,2024-02-12,ACC000458,Withdrawal,6263.15,ERP,Pending,Incorrect Amount,NGN,BRC002,User_40,Pending,Urgent,Online,2024-02-12
TXN000328,2024-02-10,ACC000367,Invoice,8670.68,Payroll,Mismatched,Incorrect Amount,GBP,BRC013,User_49,Pending,,POS,2024-02-10
TXN000329,2024-02-09,ACC000276,Payment,9604.0,Payroll,Mismatched,Missing,EUR,BRC019,User_27,Pending,Incorrect amount,POS,2024-02-09
TXN000330,2024-01-27,ACC000308,Withdrawal,7707.68,General Ledger,Matched,None,NGN,BRC009,User_27,Rejected,,ATM,2024-01-27
TXN000331,2024-02-08,ACC000452,Withdrawal,689.54,Unknown,Adjusted,None,USD,BRC015,User_39,Rejected,Confirmed,ATM,2024-02-08
TXN000332,2024-03-07,ACC000491,Transfer,-3266.02,General Ledger,Pending,Incorrect Amount,GBP,BRC018,User_43,Pending,,ATM,2024-03-07
TXN000333,2024-01-31,ACC000257,Payment,3056.51,General Ledger,Adjusted,Missing,GBP,BRC020,User_7,Pending,Needs review,Manual Entry,2024-01-31
TXN000334,2024-03-14,ACC000443,Withdrawal,635.07,Bank,Adjusted,Duplicate,GBP,BRC018,User_26,Approved,,Wire Transfer,2024-03-14
TXN000335,2024-03-29,ACC000054,Deposit,14624.35,ERP,Mismatched,None,NGN,BRC005,User_32,Rejected,Incorrect amount,ATM,2024-03-29
TXN000336,2024-03-20,ACC000027,Transfer,6518.87,Bank,Mismatched,Missing,GBP,BRC016,User_28,Rejected,Urgent,Online,2024-03-20
TXN000337,2024-01-07,ACC000192,Deposit,11999.92,Bank,Matched,None,GBP,BRC013,User_35,Rejected,Incorrect amount,Wire Transfer,2024-01-07
TXN000338,2024-01-15,ACC000125,Withdrawal,13157.57,Payroll,Pending,Duplicate,GBP,BRC011,User_27,Pending,Urgent,Wire Transfer,2024-01-15
TXN000339,2024-03-14,ACC000229,Transfer,-4922.73,Bank,Pending,Duplicate,NGN,BRC011,User_10,Rejected,,POS,2024-03-14
TXN000340,2024-03-31,ACC000390,Deposit,3881.94,Payroll,Matched,None,USD,BRC020,User_37,Pending,Urgent,Wire Transfer,2024-03-31
TXN000341,2024-02-26,ACC000253,Deposit,5748.69,Bank,Matched,None,GBP,BRC009,User_29,Pending,Incorrect amount,POS,2024-02-26
TXN000342,2024-01-10,ACC000350,Invoice,-1474.71,Bank,Matched,None,GBP,BRC018,User_20,Pending,,Online,2024-01-10
TXN000343,2024-02-24,ACC000245,Invoice,539.88,Unknown,Matched,None,CAD,BRC017,User_31,Approved,,POS,2024-02-24
TXN000344,2024-01-20,ACC000494,Transfer,-4557.27,General Ledger,Adjusted,None,GBP,BRC004,User_36,Rejected,Needs review,ATM,2024-01-20
TXN000345,2024-02-18,ACC000375,Withdrawal,-4130.26,Bank,Matched,None,CAD,BRC017,User_49,Rejected,,Unknown,2024-02-18
TXN000346,2024-02-18,ACC000441,Invoice,14573.26,Payroll,Pending,Missing,NGN,BRC019,User_2,Rejected,Confirmed,POS,2024-02-18
TXN000347,2024-03-31,ACC000166,Payment,11635.6,General Ledger,Adjusted,Duplicate,EUR,BRC020,User_10,Approved,Needs review,Online,2024-03-31
TXN000348,2024-02-17,ACC000378,Payment,10499.89,Payroll,Adjusted,Missing,GBP,BRC015,User_18,Rejected,Duplicate entry,Manual Entry,2024-02-17
TXN000349,2024-02-27,ACC000108,Invoice,-4362.37,CRM,Mismatched,None,USD,BRC002,User_31,Unknown,,Wire Transfer,2024-02-27
TXN000350,2024-03-30,ACC000472,Withdrawal,7339.51,Bank,Pending,Incorrect Amount,,BRC016,User_46,Rejected,Duplicate entry,Manual Entry,2024-03-30
